transaction_id,customer_id,merchant_id,amount,currency,timestamp,device_id,ip_address,country,payment_method,transaction_status,customer_age_days,customer_transaction_count,customer_avg_amount,customer_max_amount,customer_usual_country,customer_usual_device,transactions_last_10m,transactions_last_1h,transactions_last_24h,is_new_device,is_new_country,is_unusual_hour,is_fraud
txn_000057,cust_0242,merch_030,10662.0,INR,2026-07-05T14:17:25.088727,dev_0242_newphone,103.21.232.81,IN,credit_card,success,468,0,6791.99,10187.98,IN,dev_0242_primary,0,0,0,1,0,0,0
txn_000058,cust_0056,merch_004,3029.46,INR,2026-07-05T14:21:20.512864,dev_0056_primary,103.21.177.174,US,upi,success,581,0,2032.73,3049.1,US,dev_0056_primary,0,0,0,0,0,0,0
txn_000059,cust_0217,merch_009,2969.26,INR,2026-07-05T14:22:09.978197,dev_0217_primary,14.139.205.105,GB,credit_card,success,209,0,1419.84,2129.76,IN,dev_0217_primary,0,0,0,0,1,0,0
txn_000060,cust_0012,merch_013,33382.19,INR,2026-07-05T14:28:03.549788,dev_0012_primary,103.21.26.56,IN,credit_card,success,1176,0,37273.81,55910.71,IN,dev_0012_primary,0,0,0,0,0,0,0
txn_000061,cust_0212,merch_008,5482.37,INR,2026-07-05T14:35:20.058000,dev_0212_primary,103.21.37.127,US,upi,success,923,1,6155.18,6155.18,IN,dev_0212_primary,0,0,1,0,1,0,0
txn_000062,cust_0094,merch_013,25230.0,INR,2026-07-05T14:48:34.826931,dev_0094_primary,103.21.207.151,IN,net_banking,success,55,1,46532.31,46532.31,IN,dev_0094_primary,0,0,1,0,0,0,0
txn_000063,cust_0206,merch_030,330.07,INR,2026-07-05T15:08:20.556024,dev_0206_primary,103.21.214.46,SG,upi,success,67,1,358.69,358.69,SG,dev_0206_primary,0,0,1,0,0,0,0
txn_000064,cust_0101,merch_020,2231.82,INR,2026-07-05T15:25:48.103253,dev_0101_primary,103.21.107.73,IN,credit_card,success,878,1,5945.0,5945.0,IN,dev_0101_primary,0,0,1,0,0,0,0
txn_000065,cust_0122,merch_024,7179.31,INR,2026-07-05T15:34:04.657565,dev_0122_primary,103.21.104.123,IN,upi,success,719,0,5562.77,8344.16,IN,dev_0122_primary,0,0,0,0,0,0,0
txn_000066,cust_0153,merch_015,15781.24,INR,2026-07-05T15:50:02.375766,dev_0153_primary,103.21.62.70,IN,debit_card,success,604,0,12099.59,18149.38,IN,dev_0153_primary,0,0,0,0,0,0,0
txn_000067,cust_0216,merch_016,1935.97,INR,2026-07-05T15:53:06.074798,dev_0216_secondary,103.21.65.112,IN,debit_card,success,482,0,6189.12,9283.68,IN,dev_0216_primary,0,0,0,0,0,0,0
txn_000068,cust_0039,merch_014,2230.58,INR,2026-07-05T16:16:32.349677,dev_0039_primary,103.21.233.219,IN,upi,success,836,1,1300.66,1300.66,IN,dev_0039_primary,0,0,1,0,0,0,0
txn_000069,cust_0036,merch_021,1231.49,INR,2026-07-05T16:26:30.826226,dev_0036_primary,103.21.58.139,IN,upi,success,879,0,1997.94,2996.91,IN,dev_0036_primary,2,5,0,0,0,0,0
txn_000070,cust_0081,merch_030,999.16,INR,2026-07-05T16:44:00.878884,dev_0081_primary,14.139.100.175,GB,credit_card,success,65,1,660.17,660.17,IN,dev_0081_primary,0,0,1,0,1,0,0
txn_000071,cust_0157,merch_016,19168.99,INR,2026-07-05T16:51:27.070029,dev_0157_primary,103.21.86.199,IN,upi,success,982,0,6300.64,9450.96,IN,dev_0157_primary,0,0,0,0,0,0,0
txn_000072,cust_0181,merch_031,1259.8,INR,2026-07-05T17:17:03.693382,dev_0181_primary,103.21.222.170,IN,net_banking,success,31,0,1253.07,1879.61,IN,dev_0181_primary,0,0,0,0,0,0,0
txn_000073,cust_0174,merch_026,10595.09,INR,2026-07-05T17:25:42.557367,dev_0174_primary,103.21.105.112,IN,debit_card,success,1102,1,1452.23,1452.23,IN,dev_0174_primary,0,0,1,0,0,0,0
txn_000074,cust_0206,merch_003,593.42,INR,2026-07-05T17:26:10.335618,dev_0206_primary,103.21.214.46,SG,upi,success,67,2,344.38,358.69,SG,dev_0206_primary,0,0,2,0,0,0,0
txn_000075,cust_0123,merch_035,2841.25,INR,2026-07-05T17:27:14.095754,dev_0123_primary,103.21.100.181,SG,credit_card,success,642,0,5335.11,8002.67,SG,dev_0123_primary,0,0,0,0,0,0,0
txn_000076,cust_0062,merch_034,773.88,INR,2026-07-05T17:30:20.703339,dev_0062_primary,103.21.73.172,IN,debit_card,success,1161,0,1014.82,1522.23,IN,dev_0062_primary,0,0,0,0,0,0,0
txn_000077,cust_0175,merch_001,622.59,INR,2026-07-05T17:51:42.524062,dev_0175_newphone,103.21.212.48,IN,net_banking,success,176,0,926.15,1389.23,IN,dev_0175_primary,0,0,0,1,0,0,0
txn_000078,cust_0238,merch_031,852.85,INR,2026-07-05T18:09:17.383554,dev_0238_primary,103.21.92.75,IN,upi,success,53,0,2296.7,3445.05,IN,dev_0238_primary,0,0,0,0,0,0,0
txn_000079,cust_0167,merch_035,569.47,INR,2026-07-05T18:27:47.431063,dev_0167_primary,103.21.194.38,US,upi,success,331,0,1312.91,1969.37,US,dev_0167_primary,0,0,0,0,0,0,0
txn_000080,cust_0215,merch_003,983.95,INR,2026-07-05T18:34:20.483389,dev_0215_primary,103.21.164.112,IN,net_banking,success,249,0,1197.19,1795.79,IN,dev_0215_primary,2,5,0,0,0,0,0
txn_000081,cust_0048,merch_019,13833.89,INR,2026-07-05T18:43:21.971480,dev_0048_primary,103.21.43.173,IN,credit_card,success,951,0,4548.08,6822.11,IN,dev_0048_primary,0,0,0,0,0,0,0
txn_000082,cust_0146,merch_022,4136.64,INR,2026-07-05T18:51:21.662954,dev_0146_secondary,103.21.203.46,IN,net_banking,success,920,1,3813.37,3813.37,IN,dev_0146_primary,0,0,1,0,0,0,0
txn_000083,cust_0120,merch_008,1460.2,INR,2026-07-05T19:02:58.166101,dev_0120_primary,103.21.71.178,IN,debit_card,success,1020,0,2913.39,4370.08,IN,dev_0120_primary,0,0,0,0,0,0,0
txn_000084,cust_0087,merch_013,386.48,INR,2026-07-05T19:07:29.758729,dev_0087_primary,103.21.221.111,IN,net_banking,success,921,0,523.51,785.27,IN,dev_0087_primary,0,0,0,0,0,0,0
txn_000085,cust_0172,merch_009,1026.53,INR,2026-07-05T19:42:09.638119,dev_0172_primary,103.21.121.252,IN,debit_card,success,220,0,1698.95,2548.43,IN,dev_0172_primary,0,0,0,0,0,0,0
txn_000086,cust_0069,merch_020,1133.16,INR,2026-07-05T19:47:36.951995,dev_0069_primary,103.21.234.250,US,upi,success,558,0,1306.49,1959.74,US,dev_0069_primary,0,0,0,0,0,0,0
txn_000087,cust_0171,merch_020,6038.62,INR,2026-07-05T19:57:41.312572,dev_0171_primary,103.21.237.182,IN,upi,success,603,0,4860.36,7290.54,IN,dev_0171_primary,0,0,0,0,0,0,0
txn_000088,cust_0164,merch_019,3259.52,INR,2026-07-05T20:10:51.258855,dev_0164_primary,103.21.132.41,IN,credit_card,success,795,1,3449.61,3449.61,IN,dev_0164_primary,0,0,1,0,0,0,0
txn_000089,cust_0107,merch_031,14686.89,INR,2026-07-05T20:26:35.353101,dev_0107_primary,103.21.158.8,US,debit_card,success,1194,1,22357.41,22357.41,US,dev_0107_primary,0,0,1,0,0,0,0
txn_000090,cust_0153,merch_006,23139.7,INR,2026-07-05T20:36:50.399426,dev_0153_primary,103.21.62.70,IN,debit_card,success,604,1,15781.24,15781.24,IN,dev_0153_primary,0,0,1,0,0,0,0
txn_000091,cust_0213,merch_033,1192.1,INR,2026-07-05T20:42:33.416438,dev_0213_primary,103.21.165.39,SG,net_banking,success,578,1,1116.96,1116.96,SG,dev_0213_primary,0,0,1,0,0,0,0
txn_000092,cust_0175,merch_032,597.04,INR,2026-07-05T20:56:39.546822,dev_0175_primary,103.21.212.48,IN,net_banking,success,176,1,622.59,622.59,IN,dev_0175_primary,0,0,1,0,0,0,0
txn_000093,cust_0117,merch_030,405.63,INR,2026-07-05T21:09:30.526787,dev_0117_primary,103.21.227.85,IN,credit_card,success,449,0,803.64,1205.46,IN,dev_0117_primary,0,0,0,0,0,0,0
txn_000094,cust_0056,merch_003,4214.0,INR,2026-07-05T21:45:33.786968,dev_0056_primary,103.21.33.164,US,debit_card,success,581,1,3029.46,3029.46,US,dev_0056_primary,0,0,1,0,0,0,0
txn_000095,cust_0009,merch_012,1605.61,INR,2026-07-05T22:10:07.118528,dev_0009_primary,103.21.175.248,IN,debit_card,success,961,0,1432.65,2148.98,IN,dev_0009_primary,0,0,0,0,0,0,0
txn_000096,cust_0115,merch_025,8158.14,INR,2026-07-05T23:04:49.963063,dev_0115_primary,103.21.228.64,IN,credit_card,success,192,1,7096.01,7096.01,IN,dev_0115_primary,0,0,1,0,0,0,0
txn_000097,cust_0090,merch_035,1484.93,INR,2026-07-05T23:13:10.166794,dev_0090_primary,103.21.223.2,IN,debit_card,success,600,0,1863.19,2794.78,IN,dev_0090_primary,0,0,0,0,0,0,0
txn_000098,cust_0173,merch_028,1058.1,INR,2026-07-05T23:19:42.859808,dev_0173_primary,103.21.86.233,IN,upi,success,679,0,1460.94,2191.41,IN,dev_0173_primary,0,0,0,0,0,0,0
txn_000099,cust_0240,merch_008,2612.08,INR,2026-07-05T23:23:26.009598,dev_0240_primary,103.21.15.249,IN,upi,success,957,0,1297.65,1946.47,IN,dev_0240_primary,0,0,0,0,0,0,0
txn_000100,cust_0053,merch_003,441.54,INR,2026-07-05T23:53:35.419599,dev_0053_primary,103.21.250.226,US,upi,success,251,1,614.52,614.52,US,dev_0053_primary,0,0,1,0,0,0,0
txn_000101,cust_0113,merch_014,13573.92,INR,2026-07-06T00:00:25.318308,dev_0113_primary,103.21.197.135,US,net_banking,success,569,0,30202.31,45303.47,IN,dev_0113_primary,0,0,0,0,1,1,0
txn_000102,cust_0235,merch_021,13825.45,INR,2026-07-06T00:21:15.954794,dev_0235_primary,103.21.62.79,IN,net_banking,success,297,1,14060.9,14060.9,IN,dev_0235_primary,0,0,1,0,0,1,0
txn_000103,cust_0057,merch_018,3367.22,INR,2026-07-06T00:24:16.694788,dev_0057_secondary,103.21.207.35,IN,upi,success,552,0,3775.92,5663.89,IN,dev_0057_primary,0,0,0,0,0,1,0
txn_000104,cust_0110,merch_004,1188.93,INR,2026-07-06T00:26:07.966371,dev_0110_primary,103.21.98.138,IN,upi,success,774,1,776.67,776.67,IN,dev_0110_primary,3,5,1,0,0,1,0
txn_000105,cust_0202,merch_027,3425.71,INR,2026-07-06T01:11:50.741311,dev_0202_primary,103.21.64.166,IN,upi,success,59,0,4134.91,6202.36,IN,dev_0202_primary,0,0,0,0,0,1,0
txn_000106,cust_0058,merch_010,7590.53,INR,2026-07-06T01:16:31.451693,dev_0058_primary,103.21.151.182,IN,upi,success,35,0,1066.63,1599.95,IN,dev_0058_primary,0,0,0,0,0,1,0
txn_000107,cust_0144,merch_027,1703.71,INR,2026-07-06T01:44:18.477658,dev_0144_primary,103.21.164.66,IN,net_banking,success,484,0,1393.15,2089.73,IN,dev_0144_primary,0,0,0,0,0,1,0
txn_000108,cust_0237,merch_024,2115.5,INR,2026-07-06T01:55:45.984233,dev_0237_primary,103.21.146.182,IN,credit_card,success,1160,0,1193.59,1790.38,IN,dev_0237_primary,0,0,0,0,0,1,0
txn_000109,cust_0155,merch_005,2436.02,INR,2026-07-06T01:57:42.382443,dev_0155_primary,103.21.13.143,IN,upi,success,476,1,2238.23,2238.23,IN,dev_0155_primary,0,0,1,0,0,1,0
txn_000110,cust_0223,merch_020,1780.62,INR,2026-07-06T02:02:12.381994,dev_0223_newphone,103.21.67.218,IN,credit_card,success,1155,0,3431.67,5147.5,IN,dev_0223_primary,0,0,0,1,0,1,0
txn_000111,cust_0004,merch_013,9137.02,INR,2026-07-06T02:04:43.192927,dev_0004_newphone,103.21.147.33,IN,upi,success,791,0,30073.56,45110.34,IN,dev_0004_primary,0,0,0,1,0,1,0
txn_000112,cust_0031,merch_031,3050.18,INR,2026-07-06T02:05:55.028781,dev_0031_primary,14.139.190.54,TH,credit_card,success,1068,0,1492.67,2239.01,IN,dev_0031_primary,0,0,0,0,1,1,0
txn_000113,cust_0235,merch_021,15388.81,INR,2026-07-06T02:15:17.708594,dev_0235_primary,103.21.62.79,IN,credit_card,success,297,2,13943.17,14060.9,IN,dev_0235_primary,0,0,2,0,0,1,0
txn_000114,cust_0132,merch_030,1304.51,INR,2026-07-06T02:28:57.267222,dev_0132_secondary,103.21.154.244,IN,credit_card,success,524,0,1751.24,2626.85,IN,dev_0132_primary,0,0,0,0,0,1,0
txn_000115,cust_0081,merch_015,843.73,INR,2026-07-06T03:31:37.833524,dev_0081_primary,103.21.67.208,IN,upi,success,66,2,829.66,999.16,IN,dev_0081_primary,0,0,2,0,0,1,0
txn_000116,cust_0076,merch_022,16540.03,INR,2026-07-06T03:32:44.562011,dev_0076_primary,103.21.117.172,IN,credit_card,success,372,0,18476.91,27715.37,IN,dev_0076_primary,0,0,0,0,0,1,0
txn_000117,cust_0066,merch_032,2233.88,INR,2026-07-06T03:34:06.995696,dev_0066_newphone,103.21.219.237,IN,upi,success,641,0,5031.14,7546.72,IN,dev_0066_primary,0,0,0,1,0,1,0
txn_000118,cust_0165,merch_030,615.79,INR,2026-07-06T03:35:02.037098,dev_0165_primary,103.21.136.248,AE,net_banking,success,1044,0,745.42,1118.13,AE,dev_0165_primary,0,0,0,0,0,1,0
txn_000119,cust_0235,merch_004,7252.48,INR,2026-07-06T03:38:12.763051,dev_0235_primary,103.21.62.79,IN,credit_card,success,297,3,14425.05,15388.81,IN,dev_0235_primary,0,0,3,0,0,1,0
txn_000120,cust_0002,merch_015,3374.59,INR,2026-07-06T03:49:54.438677,dev_0002_primary,103.21.65.247,IN,upi,success,225,0,4889.88,7334.82,IN,dev_0002_primary,0,0,0,0,0,1,0
txn_000121,cust_0164,merch_031,4658.73,INR,2026-07-06T03:56:16.057285,dev_0164_primary,103.21.200.123,IN,debit_card,success,796,2,3354.57,3449.61,IN,dev_0164_primary,0,0,2,0,0,1,0
txn_000122,cust_0185,merch_019,1770.22,INR,2026-07-06T04:17:53.286560,dev_0185_primary,103.21.89.203,US,upi,success,763,0,1901.77,2852.65,US,dev_0185_primary,0,0,0,0,0,1,0
txn_000123,cust_0236,merch_010,10802.88,INR,2026-07-06T04:22:59.427719,dev_0236_primary,103.21.40.3,IN,upi,success,897,0,9101.75,13652.62,IN,dev_0236_primary,0,0,0,0,0,1,0
txn_000124,cust_0021,merch_026,1840.24,INR,2026-07-06T04:45:39.682484,dev_0021_primary,103.21.139.235,IN,upi,success,627,0,1899.21,2848.82,IN,dev_0021_primary,0,0,0,0,0,1,0
txn_000125,cust_0168,merch_003,3377.22,INR,2026-07-06T04:54:09.089280,dev_0168_primary,103.21.77.88,IN,upi,success,830,0,4372.68,6559.01,IN,dev_0168_primary,0,0,0,0,0,1,0
txn_000126,cust_0044,merch_028,21863.69,INR,2026-07-06T04:58:31.006086,dev_0044_primary,103.21.34.231,IN,net_banking,success,156,1,21468.97,21468.97,IN,dev_0044_primary,0,0,1,0,0,1,0
txn_000127,cust_0055,merch_031,450.6,INR,2026-07-06T04:59:54.608953,dev_0055_primary,103.21.172.220,IN,credit_card,success,1016,0,1331.34,1997.01,IN,dev_0055_primary,0,0,0,0,0,1,0
txn_000128,cust_0169,merch_021,12854.57,INR,2026-07-06T05:17:28.168477,dev_0169_primary,103.21.228.174,IN,upi,success,794,0,9943.17,14914.75,IN,dev_0169_primary,0,0,0,0,0,0,0
